aimValue,speedValue,isAimMap
4.34836,3.45197,NULL
4.61135,2.98039,1
4.26304,3.40763,NULL
3.72523,3.52995,NULL
4.33464,4.13793,NULL
4.38563,3.71822,NULL
4.38168,3.30193,NULL
4.3308,3.5967,NULL
3.5876,3.81222,NULL
3.99205,3.71475,NULL
4.33065,4.60906,NULL
3.51578,3.86689,NULL
3.9531,3.181,NULL
3.56068,3.74996,NULL
4.30465,3.97737,NULL
4.55749,3.5582,NULL
4.12124,3.63195,NULL
3.46526,3.89871,NULL
4.33948,3.67223,NULL
3.56767,3.89685,NULL
3.92989,3.79386,NULL
4.54179,3.51997,NULL
4.43196,3.15392,1
5.61175,4.201,1
4.1646,3.46684,NULL
3.75456,4.26345,NULL
5.37607,5.12587,NULL
3.8974,4.05833,NULL
3.68642,3.65101,NULL
4.00766,4.58458,NULL
3.96124,3.64274,NULL
4.3412,3.53346,NULL
4.4432,3.43114,NULL
4.50058,2.91672,1
3.93669,4.91164,NULL
4.33797,3.6632,NULL
4.38414,2.86582,1
4.06178,3.75652,NULL
4.42808,3.37146,NULL
3.26903,4.48477,0
4.36565,3.44881,NULL
3.69656,3.49946,NULL
4.62566,3.26361,1
4.32651,3.5924,NULL
5.08743,2.39411,1
3.90732,4.68135,NULL
4.01402,3.52002,NULL
3.75276,4.03181,NULL
3.70984,3.62857,NULL
3.74421,4.72775,NULL
4.30298,3.77534,NULL
4.32579,3.85888,NULL
4.4566,3.50617,NULL
5.58453,5.11654,NULL
4.77573,3.28572,1
4.78911,3.28966,1
3.76029,4.00001,NULL
4.17105,3.94529,NULL
4.0588,3.64674,NULL
4.22219,3.92166,NULL
3.93144,4.0232,NULL
4.56945,3.91726,NULL
4.05302,3.71393,NULL
4.12041,3.76761,NULL
3.77595,4.45572,NULL
4.51889,2.73308,1
4.66114,3.19821,1
4.28117,3.34186,NULL
4.40139,3.69298,NULL
4.18456,3.5536,NULL
4.42618,3.53462,NULL
3.79934,4.17447,NULL
3.81887,4.28858,NULL
4.27429,3.53685,NULL
4.39706,3.90322,NULL
4.58481,4.81767,NULL
3.77265,3.58635,NULL
4.44956,3.21437,1
3.82598,4.40304,NULL
3.88532,3.85239,NULL
4.28595,3.54082,NULL
4.45606,3.33436,NULL
3.51825,4.04478,NULL
3.64709,3.81691,NULL
3.6048,3.53046,NULL
4.25681,3.50769,NULL
4.8134,3.26397,1
4.47294,4.27011,NULL
4.82802,3.0234,1
4.20371,3.93837,NULL
3.7178,3.60318,NULL
4.74044,3.21781,1
3.33627,4.36733,NULL
4.2212,3.6857,NULL
4.20439,3.8286,NULL
3.804,3.49161,NULL
4.41119,3.53577,NULL
4.65226,3.02658,1
3.85751,4.52592,NULL
4.44187,4.40895,NULL
5.01242,3.23635,1
4.10573,3.40296,NULL
5.84288,4.45058,1
4.1924,3.73952,NULL
4.30083,3.34811,NULL
4.17174,3.77801,NULL
3.84159,3.77065,NULL
4.58497,3.54905,NULL
4.39799,3.67094,NULL
4.33577,3.38452,NULL
4.62404,3.02969,1
4.10994,3.79911,NULL
4.94991,3.33594,1
4.19098,4.15241,NULL
4.25631,3.44112,NULL
5.19034,3.45554,1
5.08036,4.34134,NULL
4.17726,3.30997,NULL
4.43754,3.56642,NULL
3.15839,4.68912,0
3.91314,3.80191,NULL
3.8098,3.97592,NULL
4.5918,3.77506,NULL
4.11564,4.78578,NULL
4.53891,2.93321,1
4.85859,4.11017,NULL
4.50257,4.31365,NULL
3.97629,3.98489,NULL
4.40122,3.4183,NULL
4.28263,3.75861,NULL
4.67647,3.93418,NULL
4.66179,3.4366,1
3.69875,3.65694,NULL
4.18337,3.26558,NULL
4.36968,3.44523,NULL
4.40203,3.66359,NULL
4.70647,2.69051,1
4.51995,4.61175,NULL
4.44747,3.51548,NULL
3.56571,3.60972,NULL
4.13798,3.35861,NULL
3.865,3.9287,NULL
4.57504,3.66808,NULL
4.01279,4.25527,NULL
4.32088,3.70843,NULL
4.29817,3.85611,NULL
4.97371,3.6462,1
3.86697,4.15386,NULL
4.29988,3.92878,NULL
3.59191,4.78278,NULL
4.68973,3.48414,1
4.56203,3.22061,1
3.74928,4.25124,NULL
3.95099,3.6789,NULL
4.47543,2.92755,1
4.47015,3.45815,NULL
4.21975,3.94353,NULL
3.76256,3.61611,NULL
4.00412,3.25728,NULL
3.89211,3.79758,NULL
3.81841,4.46619,NULL
4.57715,3.21301,1
4.56053,3.17439,1
4.1085,3.61546,NULL
4.4006,3.57979,NULL
4.47789,3.59032,NULL
4.26304,4.28637,NULL
4.41997,3.558,NULL
3.94679,4.33906,NULL
4.67774,3.71033,NULL
4.16753,3.18864,NULL
4.35991,3.97844,NULL
4.76012,3.02878,1
4.07835,3.5061,NULL
4.7461,4.61585,NULL
3.9665,3.62159,NULL
4.25751,4.57691,NULL
3.86987,3.76876,NULL
4.34909,4.00341,NULL
4.46553,3.21657,1
5.12887,4.16516,NULL
4.44059,4.0858,NULL
4.37503,3.4269,NULL
4.12359,3.61325,NULL
3.70434,4.39558,NULL
4.62551,2.93946,1
3.83308,4.1962,NULL
4.0906,3.85252,NULL
3.78136,3.3137,NULL
4.48204,3.41084,NULL
4.1778,3.64596,NULL
4.41927,3.38559,NULL
4.06305,4.36474,NULL
4.34775,3.37724,NULL
4.55798,3.17012,1
3.86089,3.48628,NULL
4.21233,4.64096,NULL
4.41673,3.42548,NULL
4.04436,3.58209,NULL
4.30619,3.88165,NULL
3.87754,3.67585,NULL
5.05871,3.12085,1
3.83599,4.07184,NULL
3.99522,3.69685,NULL
4.39631,3.91525,NULL
3.78375,4.3624,NULL
4.6427,3.17165,1
4.14027,3.62391,NULL
4.15408,3.73361,NULL
4.6509,3.19348,1
4.1092,3.19168,NULL
5.05054,3.44817,1
4.40059,3.40627,NULL
4.71103,4.52047,NULL
3.60798,3.60333,NULL
3.64781,3.54796,NULL
4.55312,3.16135,1
3.77881,4.25979,NULL
4.47328,4.2048,NULL
3.9859,3.79266,NULL
4.2664,4.07926,NULL
4.64489,2.92158,1
4.4584,3.77614,NULL
4.53022,3.53989,NULL
5.14445,3.81516,1
4.01792,3.75059,NULL
4.75418,3.84879,NULL
3.28388,4.31445,NULL
4.06779,3.66848,NULL
2.51294,2.58677,NULL
4.24494,4.27157,NULL
3.69931,3.3197,NULL
4.67407,4.05175,NULL
4.57187,4.10807,NULL
4.51956,3.05166,1
3.24865,4.07381,NULL
4.36078,3.38992,NULL
4.68679,2.89132,1
4.09714,3.59188,NULL
3.81658,3.91908,NULL
4.51214,3.23377,1
3.6342,4.30393,NULL
3.94259,4.13061,NULL
4.44126,4.2267,NULL
4.23265,3.04798,NULL
4.79771,4.4036,NULL
4.73068,3.82318,NULL
4.51544,3.37452,NULL
3.95789,3.80097,NULL
4.79375,4.63301,NULL
3.59865,4.20489,NULL
4.66817,3.17133,1
4.46602,3.15639,1
3.82582,3.91828,NULL
4.07969,3.77688,NULL
4.74468,2.7909,1
4.78694,4.38516,NULL
4.43801,3.32496,NULL
4.24726,4.74253,NULL
4.60682,2.88504,1
4.81028,4.63987,NULL
6.75168,3.8287,1
3.77618,3.52773,NULL
4.68578,3.20173,1
3.87386,3.86802,NULL
4.4054,3.80127,NULL
4.54346,3.68954,NULL
5.04302,2.68841,1
3.85181,4.04689,NULL
3.84767,3.52594,NULL
4.87558,4.69389,NULL
4.49189,3.37186,NULL
4.17006,4.42441,NULL
4.43036,3.616,NULL
4.58992,3.26448,1
3.87855,4.2678,NULL
3.87962,3.47031,NULL
3.71975,3.93711,NULL
5.40203,3.50335,1
4.4187,3.83564,NULL
4.04788,4.19161,NULL
3.67898,3.45294,NULL
4.59527,3.34423,1
4.04138,3.92778,NULL
4.53607,3.18811,1
6.04287,4.09431,1
3.98133,3.79213,NULL
3.94014,4.18088,NULL
4.21788,3.80606,NULL
4.14119,4.40054,NULL
4.11582,3.85393,NULL
4.60672,3.2769,1
4.14579,3.68846,NULL
5.19014,3.41048,1
3.9898,3.60611,NULL
4.08885,4.17251,NULL
4.19736,3.87699,NULL
3.79695,4.3671,NULL
3.50227,4.14805,NULL
4.19929,3.45398,NULL
4.06423,3.54259,NULL
3.62179,3.94965,NULL
4.61691,4.45358,NULL
3.58109,3.54024,NULL
4.51991,3.47626,NULL
4.1528,3.18575,NULL
4.00176,3.82986,NULL
4.08873,3.75557,NULL
4.51595,3.56287,NULL
4.69713,2.91711,1
5.67219,4.10342,1
3.78926,3.7268,NULL
4.29043,3.1692,NULL
4.02016,3.83896,NULL
4.57559,2.44712,1
4.47545,4.52942,NULL
3.55325,4.2436,NULL
4.93256,2.94426,1
3.85294,3.86145,NULL
4.17751,4.35219,NULL
4.65026,5.36092,NULL
3.70671,3.50296,NULL
4.21631,3.69361,NULL
4.61965,2.99128,1
4.00738,3.89245,NULL
4.16857,4.13905,NULL
6.81621,3.68082,1
4.92022,4.32197,NULL
4.74092,4.23928,NULL
4.68418,3.61971,NULL
4.55857,3.72372,NULL
3.8763,3.66052,NULL
4.72379,4.69332,NULL
3.65332,4.51214,NULL
4.85365,3.73033,NULL
4.44329,3.37406,NULL
4.57492,3.76872,NULL
4.31221,3.16051,NULL
4.7644,4.41,NULL
3.81799,4.03121,NULL
3.64039,3.55807,NULL
3.71722,4.31882,NULL
4.52239,3.84978,NULL
3.97214,3.55198,NULL
3.49134,4.4765,NULL
3.74696,3.26395,NULL
4.14209,3.7543,NULL
5.35724,3.73744,1
3.73186,3.94118,NULL
3.99411,3.15643,NULL
4.26399,4.57076,NULL
3.79683,3.87909,NULL
4.25496,3.78517,NULL
3.97823,3.85396,NULL
4.31126,3.90197,NULL
4.13864,3.95581,NULL
4.99959,2.77426,1
4.04355,4.13806,NULL
3.47957,3.92474,NULL
4.34451,3.16668,NULL
4.68953,3.80976,NULL
4.54251,3.08153,1
4.35954,3.85987,NULL
4.45181,3.58811,NULL
4.21586,3.71936,NULL
3.90152,3.54251,NULL
4.4347,3.42824,NULL
3.8831,4.47834,NULL
4.72062,3.97226,NULL
5.5954,3.94858,1
4.39835,3.25507,NULL
4.50564,3.91125,NULL
4.25309,4.3199,NULL
4.4452,3.26846,NULL
4.09324,3.66355,NULL
4.73627,2.97945,1
4.56014,3.65481,NULL
4.46657,3.75373,NULL
3.98687,3.80937,NULL
3.98012,3.40981,NULL
4.53213,3.06064,1
4.51722,3.07596,1
4.31845,3.84484,NULL
3.60845,3.43503,NULL
3.5058,3.941,NULL
4.0986,4.00089,NULL
4.40049,3.06488,1
3.6411,3.55989,NULL
4.14976,3.38576,NULL
3.8334,4.20152,NULL
4.56103,3.14443,1
3.92756,4.31216,NULL
3.62888,3.56094,NULL
4.34129,3.86999,NULL
4.17934,3.95919,NULL
3.66129,4.46365,NULL
4.09717,3.13398,NULL
4.13235,3.4364,NULL
4.34587,3.72045,NULL
3.94494,3.72122,NULL
4.77836,4.76278,NULL
4.83719,5.21641,NULL
4.13048,3.55366,NULL
4.44045,2.81068,1
4.51452,3.45422,NULL
5.23216,3.25471,1
3.89668,4.0245,NULL
4.6466,3.56072,NULL
4.43828,3.35164,NULL
4.09815,4.3931,NULL
4.46571,4.06178,NULL
3.8811,3.76394,NULL
3.60078,3.80655,NULL
4.84594,3.84223,NULL
4.3585,3.75285,NULL
3.27172,5.07779,0
5.46225,3.51584,1
5.13941,3.93836,1
4.54577,2.98594,1
4.50154,3.66842,NULL
4.19696,3.21553,NULL
3.8101,3.61552,NULL
3.55031,3.87492,NULL
4.97673,3.06867,1
4.6483,3.02529,1
4.04924,3.74164,NULL
4.52601,3.69439,NULL
5.13631,2.81497,1
4.02601,3.52207,NULL
4.43153,3.79906,NULL
3.65723,3.73331,NULL
4.42666,4.06204,NULL
3.70681,4.19425,NULL
4.03327,4.12278,NULL
4.29973,4.12054,NULL
4.13799,3.47687,NULL
4.20143,3.78614,NULL
5.07823,3.67339,1
3.80124,3.61258,NULL
4.84261,3.33498,1
3.62006,4.1454,NULL
4.55593,4.30114,NULL
4.54735,3.06112,1
3.70465,3.42058,NULL
5.04042,3.96349,NULL
4.17353,3.55138,NULL
4.6507,3.08718,1
4.29315,3.42461,NULL
4.50501,3.38588,NULL
3.87801,4.13103,NULL
4.62097,3.25088,1
3.98536,4.43073,NULL
4.70881,2.83291,1
4.2288,3.41772,NULL
4.19992,4.94376,NULL
4.02434,3.68656,NULL
3.6563,3.74876,NULL
4.51151,3.12636,1
3.99417,3.81386,NULL
4.64457,2.78754,1
4.62237,4.51451,NULL
4.04576,3.70201,NULL
5.01262,4.60586,NULL
4.35419,3.20052,NULL
4.00639,3.85487,NULL
3.6193,3.56254,NULL
4.17115,4.08588,NULL
3.99342,3.8899,NULL
3.67016,3.84467,NULL
4.78843,3.08183,1
4.8655,3.5896,1
4.31324,3.40233,NULL
3.74471,3.54679,NULL
3.853,4.54127,NULL
4.52008,4.52376,NULL
3.82778,3.74645,NULL
4.27994,3.7361,NULL
4.38972,2.68679,1
4.03754,3.76582,NULL
4.81116,3.6619,NULL
4.05066,3.42712,NULL
4.42807,3.27003,NULL
4.40332,3.33888,NULL
4.75089,3.51559,1
3.40605,3.74149,NULL
4.32448,3.66072,NULL
4.00844,3.39244,NULL
4.30408,4.04596,NULL
4.60175,3.2035,1
3.78261,3.55649,NULL
4.09027,3.42981,NULL
4.77719,3.10988,1
4.35563,3.54614,NULL
3.8494,3.90838,NULL
4.05879,4.38765,NULL
3.8936,4.41519,NULL
4.43631,3.09673,1
3.82212,3.5342,NULL
4.45692,3.35171,NULL
4.14502,4.05955,NULL
4.17758,4.00069,NULL
4.19525,3.62673,NULL
4.32644,3.40505,NULL
4.63378,4.64887,NULL
4.95521,4.27879,NULL
4.5379,3.32184,1
3.6771,3.66269,NULL
4.35419,3.82246,NULL
3.9573,4.26881,NULL
4.79843,3.4051,1
4.14738,4.00709,NULL
4.51297,4.053,NULL
5.04535,3.05321,1
4.17821,4.17789,NULL
3.99736,3.37724,NULL
4.38244,3.35603,NULL
4.14345,3.91081,NULL
5.9734,3.62179,1
3.89784,3.65531,NULL
4.34931,3.53429,NULL
4.21222,3.28801,NULL
4.90232,3.5414,1
4.17021,4.20983,NULL
3.62443,3.55819,NULL
4.50854,3.3705,NULL
4.65926,2.9384,1
4.6741,2.99368,1
4.36229,3.48488,NULL
3.92311,3.72382,NULL
4.31444,3.45517,NULL
4.53885,3.72729,NULL
3.75398,3.67726,NULL
4.0247,3.83766,NULL
3.75831,3.40609,NULL
4.48389,3.4918,NULL
4.5084,3.43007,NULL
4.37137,3.3418,NULL
4.90587,3.12043,1
5.29676,3.78675,1
4.25133,3.7985,NULL
4.43827,4.11598,NULL
4.24848,3.89459,NULL
4.01766,4.21877,NULL
4.3365,4.43457,NULL
3.67118,3.70803,NULL
4.86479,3.41917,1
3.77643,4.6237,NULL
4.67143,2.9766,1
3.72049,3.99172,NULL
3.84345,4.14839,NULL
3.88215,4.71642,NULL
4.34636,3.44549,NULL
3.62135,3.90785,NULL
3.90142,4.1365,NULL
4.21805,4.21769,NULL
3.68066,3.98787,NULL
3.75589,3.48018,NULL
4.4208,3.41365,NULL
4.62756,3.58169,NULL
4.72035,2.94177,1
3.92554,4.00685,NULL
3.93325,3.8208,NULL
3.86843,4.5195,NULL
4.41804,3.67837,NULL
4.04873,3.54979,NULL
4.59196,2.91055,1
3.79074,3.78094,NULL
3.79033,3.86269,NULL
3.572,3.80947,NULL
4.46035,2.87157,1
4.21574,3.00358,1
5.16207,3.67114,1
4.51946,3.07538,1
4.01449,3.58664,NULL
3.95937,3.73123,NULL
5.48233,3.62713,1
3.87597,4.22498,NULL
3.82692,4.49691,NULL
5.07377,3.47056,1
4.63,4.20972,NULL
3.61675,4.00574,NULL
5.21482,3.31283,1
4.03997,3.64197,NULL
4.51022,3.16637,1
4.08691,3.48001,NULL
3.59683,4.28409,NULL
4.63013,5.65011,NULL
4.76356,2.87404,1
4.69739,5.1173,NULL
3.69204,4.45363,NULL
4.19332,3.56506,NULL
4.96106,3.18183,1
4.77149,3.28593,1
4.48122,2.96115,1
4.55065,2.99784,1
4.22998,3.83712,NULL
3.9945,3.4403,NULL
4.37424,4.02054,NULL
4.35921,3.42162,NULL
4.41968,3.06735,1
3.98507,4.11425,NULL
4.24468,3.99513,NULL
3.98195,3.72612,NULL
4.8002,4.08236,NULL
4.16043,4.1701,NULL
4.80179,3.23946,1
4.52431,3.38229,NULL
4.2478,3.51843,NULL
4.91486,4.43207,NULL
4.12757,3.72582,NULL
3.98405,3.43767,NULL
5.48093,4.49527,NULL
4.13212,3.75129,NULL
4.32219,3.46854,NULL
3.90678,3.79712,NULL
4.40572,4.05782,NULL
4.52492,3.62473,NULL
4.10001,3.80894,NULL
4.40197,3.22601,NULL
4.34206,3.55493,NULL
4.44707,3.70718,NULL
3.6905,3.41297,NULL
4.53746,3.58465,NULL
4.7234,2.91509,1
4.38258,4.09084,NULL
3.5589,3.96458,NULL
4.43222,3.96117,NULL
4.08739,3.37785,NULL
3.96205,3.55872,NULL
3.81167,3.80953,NULL
3.72572,3.49551,NULL
4.50982,3.22635,1
4.78428,3.01601,1
3.83572,3.67586,NULL
4.14631,3.98891,NULL
3.57725,3.75012,NULL
4.23164,3.50561,NULL
4.38427,3.59665,NULL
3.52178,4.66583,NULL
4.23933,3.95473,NULL
4.07876,3.34867,NULL
4.34846,4.0528,NULL
4.01316,3.86444,NULL
4.83482,4.33983,NULL
3.96038,3.44102,NULL
4.4431,3.07722,1
3.94911,4.47667,NULL
4.07604,3.71321,NULL
4.04283,3.30471,NULL
4.23539,3.66085,NULL
4.52012,3.34232,NULL
4.7099,2.80158,1
3.98963,3.65263,NULL
3.85783,4.06755,NULL
4.11527,3.56876,NULL
4.18921,3.59391,NULL
3.87205,4.1068,NULL
4.51657,4.12916,NULL
4.66379,3.25847,1
3.87333,3.7006,NULL
4.33778,3.45741,NULL
3.71144,3.16799,NULL
4.08933,3.33425,NULL
4.44035,2.80004,1
3.94746,4.01468,NULL
4.12673,3.95886,NULL
4.57811,3.44522,NULL
3.88581,3.85664,NULL
4.43695,3.65008,NULL
4.14513,3.82485,NULL
6.58889,3.94684,1
3.67867,4.07964,NULL
3.98856,3.56333,NULL
3.7927,3.68957,NULL
4.70005,3.88529,NULL
4.00354,4.39581,NULL
3.89409,3.884,NULL
4.62198,3.36877,1
4.80657,4.12862,NULL
4.33165,3.17099,NULL
3.93212,4.46033,NULL
4.98788,3.11574,1
4.72219,3.88406,NULL
3.7362,3.80793,NULL
4.44086,3.54071,NULL
4.99811,3.42609,1
4.35979,3.22777,NULL
3.91747,3.65594,NULL
4.75409,3.5531,1
4.03948,4.14966,NULL
3.93704,3.38539,NULL
4.41606,3.3628,NULL
3.84288,3.61308,NULL
4.66713,3.78287,NULL
5.05271,2.76915,1
4.48588,2.96274,1
4.32835,4.04015,NULL
3.84109,3.39453,NULL
4.45607,3.53872,NULL
4.66989,3.21271,1
4.18682,3.57741,NULL
4.42729,3.22093,1
4.3064,3.7079,NULL
4.40293,4.63572,NULL
4.33116,3.79985,NULL
4.83069,3.5545,1
4.20187,3.47091,NULL
4.43515,3.50487,NULL
4.35712,4.84401,NULL
5.15632,3.06981,1
3.93874,4.08222,NULL
4.46657,3.27453,NULL
4.16123,4.08696,NULL
3.82417,3.95378,NULL
4.57603,3.0735,1
4.16616,3.38564,NULL
3.90402,3.36785,NULL
4.24887,3.40387,NULL
4.11705,3.17654,NULL
4.52052,3.98537,NULL
4.48697,2.95015,1
4.62541,3.58931,NULL
4.45132,3.03976,1
3.94747,3.85479,NULL
4.03665,4.40226,NULL
4.73331,3.06416,1
4.44114,3.31253,NULL
4.59036,3.08755,1
4.68968,3.36222,1
4.55149,3.1702,1
3.78291,3.60952,NULL
5.6217,4.15296,1
3.54039,3.48854,NULL
3.76798,4.09844,NULL
4.16483,3.32997,NULL
4.07752,3.71297,NULL
5.00017,3.43267,1
3.61005,3.53654,NULL
4.08891,3.6141,NULL
4.05622,3.96954,NULL
4.71198,3.37687,1
4.09912,3.80002,NULL
3.64634,3.45667,NULL
3.43827,4.11358,NULL
3.81121,3.89025,NULL
3.87651,3.92418,NULL
4.29455,3.72384,NULL
4.97812,4.1939,NULL
3.72853,5.34076,0
4.07448,3.60271,NULL
4.93636,3.10101,1
3.57351,3.49415,NULL
4.66295,3.20503,1
4.10287,3.22481,NULL
4.13608,3.74978,NULL
4.2803,3.5935,NULL
3.87006,4.1631,NULL
4.09209,3.26942,NULL
4.6155,3.03464,1
3.64753,4.40206,NULL
3.46958,4.39382,NULL
4.04613,3.8157,NULL
4.33572,3.48212,NULL
3.52713,3.93168,NULL
3.93075,4.15842,NULL
4.41146,3.16853,1
3.90006,3.5329,NULL
4.09876,3.41893,NULL
3.98305,3.88774,NULL
4.44996,3.83874,NULL
4.4042,3.37126,NULL
4.37152,3.3784,NULL
4.38095,4.02887,NULL
5.23402,4.99917,NULL
3.69673,3.47427,NULL
3.27708,4.41782,NULL
3.93422,3.7712,NULL
4.53577,2.84176,1
4.09883,4.01294,NULL
4.28116,3.73679,NULL
4.29779,4.46343,NULL
3.58021,3.54611,NULL
4.28116,4.34644,NULL
4.10583,3.62583,NULL
3.96829,4.12788,NULL
3.58619,3.65619,NULL
4.29701,3.39476,NULL
4.10746,3.43032,NULL
3.97545,3.47551,NULL
3.80375,4.27711,NULL
4.25883,4.28021,NULL
4.17881,4.04905,NULL
3.77585,4.20648,NULL
4.36507,3.79137,NULL
3.83155,3.61136,NULL
3.65419,4.19498,NULL
3.77716,4.08402,NULL
4.27569,3.57717,NULL
3.98176,3.63514,NULL
3.89638,4.35262,NULL
4.44524,3.71087,NULL
3.50238,4.14865,NULL
4.04557,3.66303,NULL
3.58725,3.62036,NULL
5.4194,3.52346,1
5.23335,3.51236,1
4.27201,3.03361,1
4.76153,3.16064,1
4.7408,2.5614,1
3.90385,4.68731,NULL
3.89504,3.61887,NULL
4.30573,3.44344,NULL
3.77633,3.99287,NULL
3.86884,4.24908,NULL
4.26363,3.47549,NULL
4.40285,2.91157,1
5.15122,4.222,NULL
4.51363,3.4636,NULL
4.96574,4.43295,NULL
4.42059,3.26432,NULL
4.66964,3.84377,NULL
4.60171,4.50249,NULL
5.32138,2.89584,1
4.13929,3.80535,NULL
3.98636,3.94228,NULL
4.384,3.8681,NULL
3.77447,4.12798,NULL
4.11928,3.85044,NULL
4.09702,4.16413,NULL
3.96535,4.40777,NULL
3.721,3.15438,NULL
4.07863,3.74242,NULL
4.00658,3.9134,NULL
4.07639,3.63969,NULL
3.98348,3.72569,NULL
4.33779,3.45011,NULL
4.00387,3.4763,NULL
4.99733,4.87781,NULL
4.19475,3.45618,NULL
4.30383,2.67594,1
4.09614,4.10832,NULL
4.31587,3.36883,NULL
3.98937,3.29201,NULL
4.39169,4.45464,NULL
4.31666,3.50367,NULL
4.39745,3.74445,NULL
4.25563,3.50129,NULL
4.55841,3.65805,NULL
4.51994,2.86701,1
4.31724,3.49012,NULL
3.99131,3.65139,NULL
4.5308,3.20113,1
3.81377,3.22282,NULL
4.45709,3.58543,NULL
4.11892,3.94404,NULL
4.26173,3.39847,NULL
4.10903,3.52786,NULL
4.62409,3.71077,NULL
4.15626,3.8175,NULL
4.03703,3.72499,NULL
4.22659,3.80463,NULL
4.60842,3.32928,1
4.11015,3.50429,NULL
4.7322,5.44601,NULL
4.52936,3.7135,NULL
4.31759,3.34272,NULL
4.45562,3.30362,NULL
5.81941,3.64021,1
4.37108,3.41724,NULL
4.56187,2.93382,1
4.22848,3.66261,NULL
4.58217,3.17872,1
3.59009,3.52032,NULL
5.09412,3.27871,1
4.03424,3.69732,NULL
4.19341,3.9307,NULL
4.3787,4.54977,NULL
3.49356,4.31009,NULL
4.20038,3.68896,NULL
3.85599,3.99701,NULL
4.60162,2.90178,1
4.59919,3.04032,1
3.80481,4.03052,NULL
5.0787,4.00969,NULL
3.84437,3.90162,NULL
4.22866,3.36297,NULL
4.17296,3.69263,NULL
4.63713,3.6696,NULL
4.10481,3.20819,NULL
3.84943,3.52636,NULL
4.29161,2.95471,1
4.26179,3.68623,NULL
4.7468,3.22435,1
4.14062,3.45632,NULL
5.12061,3.39846,1
4.42046,2.9896,1
4.50466,3.76248,NULL
3.90828,4.03396,NULL
4.24034,3.51647,NULL
4.07989,4.59971,NULL
4.45455,3.10357,1
4.07678,4.09777,NULL
4.53763,3.41089,NULL
5.28009,3.50539,1
4.44304,3.23207,1
4.35793,3.5706,NULL
3.73442,3.46675,NULL
4.13802,4.27211,NULL
4.10856,3.30181,NULL
3.93077,4.0701,NULL
4.21452,3.72317,NULL
4.47843,4.14289,NULL
3.82938,3.99649,NULL
4.47933,3.2959,NULL
3.68628,3.64026,NULL
3.84257,3.8203,NULL
4.4846,3.86681,NULL
4.15395,4.00384,NULL
4.68272,3.37669,1
4.52396,3.69622,NULL
3.69333,4.3502,NULL
4.03358,3.81789,NULL
4.23144,3.50102,NULL
3.07441,4.62406,0
4.50226,4.07503,NULL
4.35175,3.57311,NULL
3.89097,3.70572,NULL
4.2323,3.60211,NULL
4.37739,3.38687,NULL
6.03327,3.7598,1
4.52755,3.15786,1
4.50253,3.26698,1
3.93112,3.82561,NULL
3.86186,4.00608,NULL
3.75733,3.8548,NULL
4.37304,2.94078,1
3.91439,4.49711,NULL
3.9358,3.46992,NULL
4.62204,2.93936,1
4.13899,3.60384,NULL
4.09194,3.43052,NULL
3.97819,3.59011,NULL
3.91569,3.44142,NULL
4.17816,3.52351,NULL
4.127,3.32841,NULL
4.51976,3.31707,1
3.39664,4.11821,NULL
4.30915,2.91577,1
3.76003,3.80918,NULL
4.89597,3.69746,NULL
3.87244,3.53431,NULL
4.50605,2.721,1
4.60575,3.0641,1
4.47614,3.61408,NULL
3.83794,3.49613,NULL
4.18885,3.70437,NULL
4.54005,3.9542,NULL
4.01814,3.95262,NULL
4.31894,3.61853,NULL
4.11023,3.9952,NULL
4.53641,3.06533,1
3.89379,3.78992,NULL
4.22041,4.46785,NULL
4.47576,3.23458,1
5.04624,3.17364,1
3.88905,3.36406,NULL
4.3668,3.41381,NULL
3.76619,3.51025,NULL
3.85123,3.98329,NULL
4.11652,3.37627,NULL
5.12377,3.21696,1
3.84414,3.68048,NULL
4.58468,4.39726,NULL
4.5177,3.34049,NULL
4.50923,4.83112,NULL
4.85603,3.94526,NULL
4.31092,4.65839,NULL
4.91807,3.24163,1
4.0125,3.38516,NULL
4.21396,3.74111,NULL
4.69422,2.88196,1
3.8337,4.20289,NULL
4.39333,3.98599,NULL
4.53165,4.15913,NULL
4.05297,3.90515,NULL
3.90535,4.00375,NULL
3.67413,3.55706,NULL
4.52156,3.11505,1
4.01178,3.79939,NULL
4.24865,2.90787,1
4.29354,3.41517,NULL
4.3671,2.79254,1
4.45638,3.80169,NULL
4.51071,2.86895,1
3.90804,4.7102,NULL
3.56438,4.62565,NULL
3.5136,3.45303,NULL
4.79905,3.6379,NULL
4.02594,3.56094,NULL
3.67374,3.6985,NULL
3.62064,3.5155,NULL
4.01111,3.54293,NULL
4.07785,3.94094,NULL
4.3052,4.0324,NULL
4.3989,3.31716,NULL
4.35992,3.72718,NULL
3.77319,3.56188,NULL
4.97797,4.36386,NULL
4.42241,3.12679,1
4.31376,3.41235,NULL
3.84215,3.57439,NULL
4.26803,2.86893,1
3.69107,3.55452,NULL
3.95509,4.13319,NULL
3.82781,4.11743,NULL
3.77981,4.26419,NULL
4.20656,3.56222,NULL
4.18631,3.38446,NULL
4.16352,3.20845,NULL
4.59489,2.87512,1
4.45973,3.98967,NULL
4.2379,3.3864,NULL
3.9986,3.84743,NULL
4.74615,4.27782,NULL
4.37535,3.30604,NULL
4.43397,3.13595,1
4.33889,3.32322,NULL
3.84316,3.32283,NULL
3.9063,3.63029,NULL
4.97465,3.04094,1
